Gene_acc,Gene_id,bsf_median,pcf_median,rank_bsf_median,rank_pcf_median,Desc,Protein IDs
3424,Tb927.3.2150,5.833332725164737,6.609667149378676,3396.0,5561.0,"protein phosphatase 2C, putative",Tb927.3.2150:mRNA-p1
3425,Tb927.3.2170,5.555547879293406,5.369487881432486,2640.0,2260.0,"translation elongation factor EF-2, putative",Tb927.3.2170:mRNA-p1
3426,Tb927.3.2180,5.922706985186257,6.590550394255143,3649.0,5545.0,"Mitochondrial ATP synthase subunit, putative",Tb927.3.2180:mRNA-p1
3427,Tb927.3.2190,6.435778880196259,6.113087163035883,4857.0,4635.0,Capping enzyme RNA triphosphatase 1,Tb927.3.2190:mRNA-p1
3428,Tb927.3.2200,5.954151360532459,5.922514003637111,3723.0,4154.0,"TPR repeat, putative",Tb927.3.2200:mRNA-p1
3429,Tb927.3.2210,5.826896123275344,5.760779136818077,3377.0,3597.0,"KIF-1 binding protein C terminal, putative",Tb927.3.2210:mRNA-p1
3430,Tb927.3.2220,7.115565422729393,7.109436047657645,5887.0,6098.0,eukaryotic translation initiation factor 3 subunit j,Tb927.3.2220:mRNA-p1
3431,Tb927.3.2230,7.901416913253215,8.349367302924025,6427.0,6607.0,"succinyl-CoA synthetase alpha subunit, putative",Tb927.3.2230:mRNA-p1
3432,Tb927.3.2250,4.895645119728401,5.273156133106991,1023.0,1898.0,"hypothetical protein, conserved",Tb927.3.2250:mRNA-p1
3433,Tb927.3.2260,5.238186552575058,5.772074524639789,1866.0,3630.0,"Mitochondrial SSU ribosomal protein, putative",Tb927.3.2260:mRNA-p1
3434,Tb927.3.2270,5.69489885099866,5.7476602945680995,3063.0,3561.0,"hypothetical protein, conserved",Tb927.3.2270:mRNA-p1
3435,Tb927.3.2280,5.989698879465669,5.089974979753553,3808.0,1281.0,"vacuolar sorting protein 33 , putative",Tb927.3.2280:mRNA-p1
3436,Tb927.3.2290,5.968613288248585,5.770343118127875,3762.0,3624.0,"chaperone protein DnaJ, putative",Tb927.3.2290:mRNA-p1
3437,Tb927.3.2300,5.884985559710012,6.373790577116479,3546.0,5185.0,"DNL zinc finger, putative",Tb927.3.2300:mRNA-p1
3438,Tb927.3.2310,7.24769269289192,6.987648970129853,6039.0,5997.0,parkin coregulated gene protein,Tb927.3.2310:mRNA-p1
3439,Tb927.3.2320,5.573666185697594,5.5649684586381465,2702.0,2936.0,"COP9 signalosome complex subunit 2, putative",Tb927.3.2320:mRNA-p1
3440,Tb927.3.2330,5.640587408125149,5.36591077678306,2914.0,2249.0,kinetoplastid kinetochore protein 17,Tb927.3.2330:mRNA-p1
3441,Tb927.3.2340,6.2989114782939675,5.994035748266253,4549.0,4344.0,Peroxisome biogenesis protein 2,Tb927.3.2340:mRNA-p1;Tb11.v5.0818.1-p1
3442,Tb927.3.2350,6.065462406235831,6.422783144864978,4010.0,5285.0,"hypothetical protein, conserved",Tb927.3.2350:mRNA-p1
3443,Tb927.3.2370,5.3454770924870445,6.421525790009529,2144.0,5280.0,"hypothetical protein, conserved",Tb927.3.2370:mRNA-p1
3444,Tb927.3.2390,4.5910752878022265,5.409154885239523,450.0,2424.0,"hypothetical protein, conserved",Tb927.3.2390:mRNA-p1
3445,Tb927.3.2410,5.739802916153234,5.539934030984633,3162.0,2859.0,Peroxisome biogenesis factor 10,Tb927.3.2410:mRNA-p1
3446,Tb927.3.2420,7.521715847485879,6.72346730795715,6253.0,5724.0,"Microsomal signal peptidase 12 kDa subunit (SPC12), putative",Tb927.3.2420:mRNA-p1
3447,Tb927.3.2430,5.277330112578857,4.642924054700626,1964.0,245.0,"Alsin, putative",Tb927.3.2430:mRNA-p1
3448,Tb927.3.2440,6.670850548176707,6.137006510468132,5293.0,4702.0,AGC essential kinase 1,Tb927.3.2440:mRNA-p1
3449,Tb927.3.2470,6.090699161276501,5.67619994615825,4067.0,3302.0,Pumilio homology domain family member 8,Tb927.3.2470:mRNA-p1
3450,Tb927.3.2475,7.307483621994577,6.867759977372693,6099.0,5888.0,hypothetical protein,Tb927.3.2475:mRNA-p1
3451,Tb927.3.2477,5.57721079866606,6.571585872479832,2715.0,5520.0,hypothetical protein,Tb927.3.2477:mRNA-p1
3452,Tb927.3.2480,5.222582577622669,5.698700845836488,1809.0,3372.0,"Arv1-like family, putative",Tb927.3.2480:mRNA-p1
3453,Tb927.3.2490,6.6606793556937545,6.737870405209112,5269.0,5745.0,"hypothetical protein, conserved",Tb927.3.2490:mRNA-p1
3454,Tb927.3.2600,7.231926241258306,7.000104912531527,6021.0,6008.0,"ATP-dependent DEAD/H RNA helicase, putative",Tb927.3.2600:mRNA-p1
3455,Tb927.3.2610,4.966312490249708,5.119401576874663,1179.0,1371.0,GPI inositol deacylase 2,Tb927.3.2610:mRNA-p1
3456,Tb927.3.2630,4.288407274624414,5.090824854835687,109.0,1291.0,"hypothetical protein, conserved",Tb927.3.2630:mRNA-p1
3457,Tb927.3.2640,5.569218073774887,4.970126321303777,2687.0,864.0,"hypothetical protein, conserved",Tb927.3.2640:mRNA-p1
3458,Tb927.3.2650,5.584669544486165,7.053988558290596,2737.0,6054.0,"cytochrome c oxidase copper chaperone, putative",Tb927.3.2650:mRNA-p1
3459,Tb927.3.2660,5.469896768921127,5.784629379454032,2435.0,3673.0,"TatD related DNase, putative",Tb927.3.2660:mRNA-p1
3460,Tb927.3.2670,6.653340355794984,6.605996977976922,5256.0,5556.0,"hypothetical protein, conserved",Tb927.3.2670:mRNA-p1
3461,Tb927.3.2680,6.020286944531303,5.413777421867495,3897.0,2438.0,"Ubiquitin-like domain containing protein, putative",Tb927.3.2680:mRNA-p1
3462,Tb927.3.2690,4.310558698161692,4.694748462548479,126.0,324.0,"AGC/RSK family serine/threonine kinase, putative",Tb927.3.2690:mRNA-p1
3463,Tb927.3.2700,5.848647527778634,5.434596851209773,3441.0,2499.0,"hypothetical protein, conserved",Tb927.3.2700:mRNA-p1
3464,Tb927.3.2710,4.219417527226985,4.431837418264541,82.0,87.0,6-phosphofructo-2-kinase 2,Tb927.3.2710:mRNA-p1
3465,Tb927.3.2730,4.21956688820074,4.789235715088429,83.0,468.0,SUMO-interacting motif-containing protein,Tb927.3.2730:mRNA-p1
3466,Tb927.3.2740,5.119861390626597,4.861745464932977,1551.0,609.0,"hypothetical protein, conserved",Tb927.3.2740:mRNA-p1
3467,Tb927.3.2750,5.548197256365635,5.213850968251734,2617.0,1687.0,"hypothetical protein, conserved",Tb927.3.2750:mRNA-p1
3468,Tb927.3.2760,4.87224634774514,4.654298917801129,978.0,271.0,"hypothetical protein, conserved",Tb927.3.2760:mRNA-p1
3469,Tb927.3.2770,4.547810077704285,5.547321928940192,368.0,2878.0,Mitochondrial processome subunit 3,Tb927.3.2770.2:mRNA-p1;Tb927.3.2770.1:mRNA-p1
3470,Tb927.3.2780,4.3603690376995425,4.182364399861812,158.0,3.0,"hypothetical protein, conserved",Tb927.3.2780:mRNA-p1
3471,Tb927.3.2800,4.5555155921610515,5.18873778979689,382.0,1606.0,hypothetical protein,Tb927.3.2800:mRNA-p1
3472,Tb927.3.2810,4.734112291327125,4.652624085638456,697.0,266.0,"hypothetical protein, conserved",Tb927.3.2810:mRNA-p1
3473,Tb927.3.2820,5.724886273667471,5.563838669038157,3135.0,2934.0,"TFIIF-stimulated CTD phosphatase, putative",Tb927.3.2820:mRNA-p1
3474,Tb927.3.2830,5.674083161214892,5.376449253127657,3001.0,2293.0,"brix domain containing protein, putative",Tb927.3.2830:mRNA-p1
3475,Tb927.3.2840,6.6897847507962345,5.893685977482367,5318.0,4062.0,"inorganic pyrophosphatase, putative",Tb927.3.2840:mRNA-p1
3476,Tb927.3.2850,5.245610261647521,5.0865222138599515,1886.0,1260.0,"Got1/Sft2-like family, putative",Tb927.3.2850:mRNA-p1
3477,Tb927.3.2860,4.75612105541033,5.322317227715055,744.0,2080.0,"hypothetical protein, conserved",Tb927.3.2860:mRNA-p1
3478,Tb927.3.2870,5.5291527518665955,5.008068093255406,2568.0,984.0,"multicopper oxidase, putative",Tb927.3.2870:mRNA-p1
3479,Tb927.3.2880,6.778879174427185,6.096903038136524,5442.0,4593.0,"Mitochondrial ATP synthase subunit, putative",Tb927.3.2880:mRNA-p1
3480,Tb927.3.2890,7.117115163923913,5.944529774138958,5890.0,4206.0,"radial spoke protein RSP10, putative",Tb927.3.2890:mRNA-p1
3481,Tb927.3.2900,7.325587760745919,7.251970953992084,6117.0,6211.0,eukaryotic translation initiation factor 2 subunit alpha,Tb927.3.2900:mRNA-p1
3482,Tb927.3.2910,5.178721646433479,5.560651372736036,1710.0,2920.0,"hypothetical protein, conserved",Tb927.3.2910:mRNA-p1
3483,Tb927.3.2950,6.52358593625256,5.958977256089931,5034.0,4234.0,ribonuclease inhibitor- like protein,Tb927.3.2950:mRNA-p1
3484,Tb927.3.2960,8.103455606353332,7.0626453344193285,6501.0,6060.0,inosine-adenosine-guanosine-nucleosidehydrolase,Tb927.3.2960:mRNA-p1
3485,Tb927.3.2970,5.1586737425561475,5.614366818273566,1662.0,3074.0,"hypothetical protein, conserved",Tb927.3.2970:mRNA-p1
3486,Tb927.3.2980,5.966591560652815,5.844310162193737,3757.0,3876.0,mitochondrial carrier protein,Tb927.3.2980:mRNA-p1
3487,Tb927.3.2990,5.167589559184761,5.54327050776042,1688.0,2866.0,"hypothetical protein, conserved",Tb927.3.2990:mRNA-p1
3488,Tb927.3.3000,7.173540846948251,6.4150857830335655,5961.0,5265.0,Putative intraflagellar transport protein C3,Tb927.3.3000:mRNA-p1
3489,Tb927.3.3020,5.544401864858946,5.393348492139856,2603.0,2357.0,"actin-like protein, putative",Tb927.3.3020:mRNA-p1
3490,Tb927.3.3030,6.684284156601532,6.927383510954919,5310.0,5943.0,"phosphatidylcholine transfer protein, putative",Tb927.3.3030:mRNA-p1
3491,Tb927.3.3040,6.770286306448092,6.568684128752353,5429.0,5513.0,"Right handed beta helix region, putative",Tb927.3.3040:mRNA-p1
3492,Tb927.3.3050,4.410607438956655,4.670762519165274,210.0,292.0,kinetoplast ribosomal PPR-repeat containing protein 20,Tb927.3.3050:mRNA-p1;Tb11.v5.0690.1-p1
3493,Tb927.3.3060,6.0059322777713895,5.665062877273608,3852.0,3264.0,"hypothetical protein, conserved",Tb927.3.3060:mRNA-p1
3494,Tb927.3.3070,4.251034037509217,4.226324700406171,96.0,8.0,"3, 5-cyclic nucleotide phosphodiesterase, putative",Tb927.3.3070:mRNA-p1
3495,Tb927.3.3080,5.184583335306595,5.094840328379585,1717.0,1305.0,"Serine/threonine-protein kinase NEK6, putative",Tb927.3.3080:mRNA-p1
3496,Tb927.3.3090,4.942821645478258,4.8160384946182715,1111.0,525.0,"helicase, putative",Tb927.3.3090:mRNA-p1
3497,Tb927.3.3100,6.505995598566947,6.572662521491505,5009.0,5523.0,"peptidyl-prolyl cis-trans isomerase NIMA-interacting 4, putative",Tb927.3.3100:mRNA-p1
3498,Tb927.3.3110,5.825292320952346,5.111748987745036,3373.0,1345.0,"Condensin complex subunit 3, putative",Tb927.3.3110:mRNA-p1
3499,Tb927.3.3120,6.098724287560336,5.512329223169651,4085.0,2749.0,"hypothetical protein, conserved",Tb927.3.3120:mRNA-p1
3500,Tb927.3.3130,6.888914716967779,6.833154460826049,5615.0,5847.0,Present in the outer mitochondrial membrane proteome 24,Tb927.3.3130:mRNA-p1
3501,Tb927.3.3140,6.167555757549205,6.5178009044822875,4233.0,5429.0,"hypothetical protein, conserved",Tb927.3.3140:mRNA-p1
3502,Tb927.3.3150,5.786458475475728,5.3318247576190805,3279.0,2117.0,"hypothetical protein, conserved",Tb927.3.3150:mRNA-p1;Tb11.v5.0796.1-p1
3503,Tb927.3.3160,5.51370508526533,4.958500695147534,2535.0,837.0,Nuclear poly(A) polymerase 1,Tb927.3.3160:mRNA-p1
3504,Tb927.3.3170,6.409838993398625,5.906842673824831,4795.0,4103.0,SUMO-interacting motif-containing protein,Tb927.3.3170:mRNA-p1
3505,Tb927.3.3180,6.8310545486850485,6.7038774569293755,5521.0,5699.0,Nucleoporin NUP98,Tb927.3.3180:mRNA-p1;Tb11.v5.0584.1-p1
3506,Tb927.3.3190,7.310961032571269,7.253901215792899,6101.0,6213.0,"Serine/threonine-protein kinase NEK7, putative",Tb927.3.3190:mRNA-p1
3507,Tb927.3.3200,6.859805722569496,6.492741593919302,5566.0,5396.0,"Domain of unknown function (DUF4586), putative",Tb927.3.3200:mRNA-p1
3508,Tb927.3.3220,6.1423856952989775,5.857074994241052,4169.0,3930.0,"RNA polymerase-associated protein CTR9, putative",Tb927.3.3220:mRNA-p1
3509,Tb927.3.3230,5.934719885514174,5.662866721837997,3679.0,3258.0,"NOL1/NOP2/sun family, putative",Tb927.3.3230:mRNA-p1
3510,Tb927.3.3240,5.6102528638759726,5.962626492857726,2809.0,4246.0,"hypothetical protein, conserved",Tb927.3.3240:mRNA-p1
3511,Tb927.3.3250,5.9242306380313305,5.336128220959305,3656.0,2140.0,"hypothetical protein, conserved",Tb927.3.3250:mRNA-p1
3512,Tb927.3.3260,5.326855807161719,5.413688291646651,2092.0,2436.0,"hypothetical protein, conserved",Tb927.3.3260:mRNA-p1
3513,Tb927.3.3270,8.901060170942936,7.758468653663022,6627.0,6463.0,"ATP-dependent 6-phosphofructokinase, glycosomal",Tb927.3.3270:mRNA-p1
3514,Tb927.3.3280,6.539240477520833,5.808400188167776,5057.0,3759.0,"vacuolar protein sorting-associated protein 4, putative",Tb927.3.3280:mRNA-p1
3515,Tb927.3.3300,7.417454392964575,6.610648295487927,6191.0,5562.0,Flagellum attachment zone protein 19,Tb927.3.3300:mRNA-p1
3516,Tb927.3.3320,8.378836511947645,8.024910057198632,6584.0,6546.0,"60S ribosomal protein L13, putative",Tb927.3.3320:mRNA-p1;Tb927.3.3310:mRNA-p1
3517,Tb927.3.3330,7.277358784643769,7.039375434081833,6069.0,6045.0,"heat shock protein 20, putative",Tb927.3.3330:mRNA-p1
3518,Tb927.3.3340,4.8828254693240885,5.835631915885884,1003.0,3852.0,"3, 5-cyclic nucleotide phosphodiesterase, putative",Tb927.3.3340:mRNA-p1
3519,Tb927.3.3350,4.20568229535262,4.862759767702397,78.0,612.0,"hypothetical protein, conserved",Tb927.3.3350:mRNA-p1
3520,Tb927.3.3360,5.897303848096556,5.369264118935109,3580.0,2257.0,"acyltransferase, putative",Tb927.3.3360:mRNA-p1
3521,Tb927.3.3370,6.273845910530131,5.918712923017603,4486.0,4144.0,"hypothetical protein, conserved",Tb927.3.3370:mRNA-p1
3522,Tb927.3.3390,6.012402581699555,5.416051208444929,3874.0,2451.0,"kinesin, putative",Tb927.3.3390:mRNA-p1
3523,Tb927.3.3410,7.223960123897807,6.924105697445222,6013.0,5938.0,"aspartyl aminopeptidase, putative",Tb927.3.3410:mRNA-p1;Tb11.v5.0768.1-p1
3524,Tb927.3.3440,5.38181939286003,5.408268866682017,2230.0,2422.0,"phytanoyl-CoA dioxygenase (PhyH), putative",Tb927.3.3440:mRNA-p1
3525,Tb927.3.3450,8.576755460974551,7.535038126549512,6607.0,6363.0,"ADP-ribosylation factor-like protein 3, putative",Tb927.3.3450:mRNA-p1
3526,Tb927.3.3460,6.323488119391934,7.360248875161136,4601.0,6270.0,"succinate dehydrogenase flavoprotein subunit, putative",Tb927.3.3460:mRNA-p1
3527,Tb927.3.3480,5.62135141857638,5.639982312888645,2859.0,3179.0,"U2 small nuclear ribonucleoprotein B, putative",Tb927.3.3480:mRNA-p1
3528,Tb927.3.3490,7.881559827003706,7.5501307608518795,6420.0,6374.0,High mobility group protein TDP1,Tb927.3.3490:mRNA-p1
3529,Tb927.3.3500,5.577424531914351,5.301326241151096,2716.0,2001.0,"hypothetical protein, conserved",Tb927.3.3500:mRNA-p1
3530,Tb927.3.3510,5.635010270360132,5.43419489652819,2896.0,2497.0,"hypothetical protein, conserved",Tb927.3.3510:mRNA-p1
3531,Tb927.3.3520,6.056482218238999,6.1776298130792116,3994.0,4801.0,Present in the outer mitochondrial membrane proteome 25,Tb927.3.3520:mRNA-p1
3532,Tb927.3.3530,4.797573638416228,5.26522564783249,836.0,1864.0,"hypothetical protein, conserved",Tb927.3.3530:mRNA-p1
3533,Tb927.3.3540,6.7543325772374025,6.122980275583941,5410.0,4666.0,Nucleoporin NUP53b,Tb927.3.3540:mRNA-p1
3534,Tb927.3.3550,4.922843930759115,5.048515888133024,1073.0,1111.0,"hypothetical protein, conserved",Tb927.3.3550:mRNA-p1
3535,Tb927.3.3560,7.603902489898628,6.900568039890264,6303.0,5923.0,"U-box domain containing protein, putative",Tb927.3.3560:mRNA-p1
3536,Tb927.3.3570,5.310462675827661,5.924597605507312,2047.0,4158.0,"hypothetical protein, conserved",Tb927.3.3570:mRNA-p1
3537,Tb927.3.3580,7.712868467185835,7.038019801288474,6342.0,6043.0,"heat shock protein 90, putative",Tb927.3.3580:mRNA-p1
3538,Tb927.3.3590,6.1324941144132845,6.228486277362641,4150.0,4908.0,"U3 small nucleolar ribonucleoprotein protein MPP10, putative",Tb927.3.3590:mRNA-p1
3539,Tb927.3.3610,7.212060074645149,6.444842723674808,5997.0,5321.0,"peroxisomal targeting signal 2 receptor, putative",Tb927.3.3610:mRNA-p1
3540,Tb927.3.3620,5.202874801017772,5.247278229367693,1761.0,1797.0,SUMO-interacting motif-containing protein,Tb927.3.3620:mRNA-p1
3541,Tb927.3.3630,5.8232189468134665,6.894515924158736,3365.0,5917.0,"Elongation factor Ts, mitochondrial, putative",Tb927.3.3630:mRNA-p1
3542,Tb927.3.3640,5.5732526658475,5.403971718226765,2701.0,2403.0,bardet-biedl syndrome 7 protein,Tb927.3.3640:mRNA-p1
3543,Tb927.3.3650,6.092949036466146,5.233261636720059,4074.0,1754.0,"hypothetical protein, conserved",Tb927.3.3650:mRNA-p1
3544,Tb927.3.3660,5.055790347405313,6.177647320875341,1374.0,4802.0,"NADH-ubiquinone oxidoreductase complex I subunit, putative",Tb927.3.3660:mRNA-p1
3545,Tb927.3.3670,6.469377808963856,6.3943912407283525,4928.0,5226.0,Triple RNA binding domain protein 3,Tb927.3.3670:mRNA-p1
3546,Tb927.3.3680,6.000661428159849,5.464054670323611,3834.0,2591.0,"hypothetical protein, conserved",Tb927.3.3680:mRNA-p1
3547,Tb927.3.3690,7.215260421257294,6.735037506799981,6003.0,5743.0,"flagellar radial spoke protein-like, putative",Tb927.3.3690:mRNA-p1
3548,Tb927.3.3710,4.943687714882455,5.386448737545587,1115.0,2337.0,"Scavenger mRNA decapping enzyme C-term binding, putative",Tb927.3.3710:mRNA-p1
3549,Tb927.3.3720,5.712273567466763,5.5897668607216335,3111.0,3004.0,"Golgi vesicular membrane trafficking protein, putative",Tb927.3.3720:mRNA-p1
3550,Tb927.3.3740,5.107848570098948,5.443525769715657,1516.0,2533.0,"Zinc-finger double-stranded RNA-binding, putative",Tb927.3.3740:mRNA-p1
3551,Tb927.3.3750,8.029652247756681,7.728661339418525,6469.0,6452.0,"paraflagellar rod component, putative",Tb927.3.3750:mRNA-p1
3552,Tb927.3.3780,8.351803217493408,8.467296294857013,6578.0,6616.0,"tryparedoxin 1a, putative",Tb927.3.3780:mRNA-p1;Tb927.3.3760:mRNA-p1
3553,Tb927.3.3800,5.386372959579,5.235443523832296,2242.0,1761.0,"hypothetical protein, conserved",Tb927.3.3800.2:mRNA-p1;Tb927.3.3800.1:mRNA-p1
3554,Tb927.3.3810,4.787245101100723,5.221441003870027,814.0,1715.0,"Etoposide-induced protein 2.4 (EI24), putative",Tb927.3.3810:mRNA-p1
3555,Tb927.3.3820,6.843346935690701,6.692671718082225,5536.0,5684.0,"hypothetical protein, conserved",Tb927.3.3820:mRNA-p1
3556,Tb927.3.3830,6.880774843358255,5.956813175707825,5603.0,4231.0,"hypothetical protein, conserved",Tb927.3.3830:mRNA-p1
3557,Tb927.3.3840,5.007377494432028,5.2654978624060895,1278.0,1865.0,"Family of unknown function (DUF572), putative",Tb927.3.3840:mRNA-p1
3558,Tb927.3.3850,6.268175286451397,5.793445302679973,4473.0,3707.0,COPII coat assembly protein sec16,Tb927.3.3850:mRNA-p1
3559,Tb927.3.3870,5.368680655316192,5.124760857914882,2204.0,1390.0,"lipase domain protein, putative",Tb927.3.3870:mRNA-p1;Tb927.3.3860:mRNA-p1
3560,Tb927.3.3880,6.915630819492048,6.11994516023704,5649.0,4656.0,"hypothetical protein, conserved",Tb927.3.3880:mRNA-p1
3561,Tb927.3.3890,5.267503946586908,6.1527754585561905,1939.0,4740.0,"hypothetical protein, conserved",Tb927.3.3890:mRNA-p1
3562,Tb927.3.3900,6.758621505516591,7.6001667158460995,5414.0,6395.0,"carnitine O-palmitoyltransferase II, putative",Tb927.3.3900:mRNA-p1
3563,Tb927.3.3910,5.391676509955922,5.1420029637808184,2249.0,1448.0,DNA-directed RNA polymerase III subunit RPC6,Tb927.3.3910:mRNA-p1
3564,Tb927.3.3930,3.877804561200879,4.259112645773902,2.0,15.0,RNA-binding protein,Tb927.3.3930:mRNA-p1
3565,Tb927.3.3940,6.570142387114364,6.001759716873719,5113.0,4362.0,"RNA-binding protein, putative",Tb927.3.3940:mRNA-p1
3566,Tb927.3.3950,5.906634933860891,5.573093859637448,3609.0,2961.0,"hypothetical protein, conserved",Tb927.3.3950:mRNA-p1
3567,Tb927.3.3970,6.568279287261172,5.346725884779363,5111.0,2167.0,"Cell growth-regulating nucleolar protein, putative",Tb927.3.3970:mRNA-p1
3568,Tb927.3.4000,6.871469024232923,6.504276090857713,5587.0,5411.0,"clathrin coat assembly protein ap19, putative",Tb927.3.4000:mRNA-p1
3569,Tb927.3.4020,4.28966598238206,4.757030534507871,111.0,421.0,"phosphatidylinositol 4-kinase alpha, putative",Tb927.3.4020:mRNA-p1
3570,Tb927.3.4030,5.896390309336106,5.935404946262038,3576.0,4187.0,"hypothetical protein, conserved",Tb927.3.4030:mRNA-p1
3571,Tb927.3.4040,6.98722947511183,6.531689399214484,5739.0,5457.0,"Ankyrin repeats (3 copies), putative",Tb927.3.4040:mRNA-p1
3572,Tb927.3.4060,5.328850800388895,5.187100051302997,2096.0,1596.0,asparagine synthetase domain-containing protein 1,Tb927.3.4060:mRNA-p1
3573,Tb927.3.4070,8.093609426445166,6.525515407527403,6495.0,5443.0,"Pyruvate transporter, putative",Tb927.3.4070:mRNA-p1
3574,Tb927.3.4100,5.14238433152663,5.4438331513395015,1616.0,2535.0,"Pyruvate transporter, putative",Tb927.3.4100:mRNA-p1
3575,Tb927.3.4120,5.754752532908398,5.3633722033880495,3197.0,2239.0,"hypothetical protein, conserved",Tb927.3.4120:mRNA-p1
3576,Tb927.3.4130,5.133995031375208,5.689510424789876,1588.0,3344.0,"hypothetical protein, conserved",Tb927.3.4130:mRNA-p1
3577,Tb927.3.4140,6.238248195997443,5.737747880997826,4398.0,3527.0,"hypothetical protein, conserved",Tb927.3.4140:mRNA-p1
3578,Tb927.3.4150,4.908115848343751,5.00303683144357,1044.0,972.0,"hypothetical protein, conserved",Tb927.3.4150:mRNA-p1
3579,Tb927.3.4160,6.421993614703037,5.791526586906085,4828.0,3697.0,"XPC-binding domain/UBA/TS-N domain containing protein, putative",Tb927.3.4160:mRNA-p1
3580,Tb927.3.4170,6.025565352626959,5.87909549400468,3909.0,4019.0,CRK9-associated protein,Tb927.3.4170:mRNA-p1
3581,Tb927.3.4190,6.746509325053527,5.809008808403012,5398.0,3763.0,"endosomal integral membrane protein, putative",Tb927.3.4190:mRNA-p1
3582,Tb927.3.4200,5.576265842768152,5.496748862074558,2712.0,2691.0,"Integral membrane protein S linking to the trans Golgi network, putative",Tb927.3.4200:mRNA-p1
3583,Tb927.3.4210,4.451103485431894,4.793561474765478,243.0,480.0,"hypothetical protein, conserved",Tb927.3.4210:mRNA-p1
3584,Tb927.3.4220,4.651024587427417,4.6772796360510664,547.0,303.0,"Zn-finger domain protein, putative",Tb927.3.4220:mRNA-p1
3585,Tb927.3.4230,5.8747234647008835,5.966004102438718,3514.0,4256.0,"serine peptidase, clan SB, family S8-like protein",Tb927.3.4230:mRNA-p1
3586,Tb927.3.4240,5.018581765797041,6.1770296002595915,1302.0,4799.0,"thioredoxin, putative",Tb927.3.4240:mRNA-p1
3587,Tb927.3.4250,6.47270945623987,6.405045890062961,4937.0,5244.0,"hypothetical protein, conserved",Tb927.3.4250:mRNA-p1
3588,Tb927.3.4260,6.037333968575192,5.973783190995372,3937.0,4282.0,Acetyl-CoA hydrolase,Tb927.3.4260:mRNA-p1
3589,Tb927.3.4270,6.301974129167967,6.112062547490923,4555.0,4631.0,"hypothetical protein, conserved",Tb927.3.4270:mRNA-p1
3590,Tb927.3.4280,4.534378713963883,4.615776609827693,348.0,218.0,"mismatch repair protein MSH5, putative",Tb927.3.4280:mRNA-p1
3591,Tb927.3.4340,5.048484708526356,5.296552903900605,1357.0,1982.0,"diphthamide synthesis protein, putative",Tb927.3.4340:mRNA-p1
3592,Tb927.3.4350,4.5272540856860815,4.729838414072193,337.0,375.0,"twin BRCT domain containing protein, putative",Tb927.3.4350:mRNA-p1
3593,Tb927.3.4370,4.5057253040820475,5.020339170208743,311.0,1022.0,"Vesicle coat protein involved in Golgi to plasma membrane transport, putative",Tb927.3.4370:mRNA-p1
3594,Tb927.3.4380,5.877657756547252,5.965745303847802,3523.0,4255.0,"sorting assembly machinery 50 kDa subunit, putative",Tb927.3.4380:mRNA-p1
3595,Tb927.3.4390,6.012198744247787,6.322097296176122,3872.0,5089.0,dihydrolipoamide dehydrogenase,Tb927.3.4390:mRNA-p1
3596,Tb927.3.4400,5.58952286939711,5.222390318860038,2749.0,1718.0,"basal body component, putative",Tb927.3.4400:mRNA-p1
3597,Tb927.3.4410,6.243724629069287,6.480981341430385,4407.0,5380.0,"pre-RNA processing PIH1/Nop17, putative",Tb927.3.4410:mRNA-p1
3598,Tb927.3.4420,6.3308644597377395,5.4377050174370085,4612.0,2502.0,"hypothetical protein, conserved",Tb927.3.4420:mRNA-p1
3599,Tb927.3.4440,5.0816911858471965,4.996440377759894,1432.0,947.0,"hypothetical protein, conserved",Tb927.3.4440:mRNA-p1
3600,Tb927.3.4450,5.153424197361557,5.451701697619783,1649.0,2561.0,"hypothetical protein, conserved",Tb927.3.4450:mRNA-p1
3601,Tb927.3.4470,4.94410406333514,4.835971731272211,1117.0,563.0,"hypothetical protein, conserved",Tb927.3.4470:mRNA-p1
3602,Tb927.3.4480,5.15494508544748,6.042859909049998,1654.0,4466.0,"hypothetical protein, conserved",Tb927.3.4480:mRNA-p1
3603,Tb927.3.4490,4.6740107722617275,5.050993502691832,596.0,1121.0,"protein farnesyltransferase alpha subunit, putative",Tb927.3.4490:mRNA-p1
3604,Tb927.3.4500,6.00970064603635,7.699199713549899,3865.0,6439.0,"Fumarate hydratase class I, cytosolic",Tb927.3.4500:mRNA-p1;Tb11.v5.0629.1-p1
3605,Tb927.3.4510,5.878795987763675,4.5251109770871825,3528.0,148.0,"hypothetical protein, conserved",Tb927.3.4510:mRNA-p1
3606,Tb927.3.4540,4.571159427751528,4.9664204948724375,414.0,859.0,"NOL1/NOP2/sun family, putative",Tb927.3.4540:mRNA-p1
3607,Tb927.3.4550,4.716183366142545,5.127893457211973,677.0,1407.0,kinetoplast ribosomal PPR-repeat containing protein 6,Tb927.3.4550:mRNA-p1
3608,Tb927.3.4560,5.705527460190625,5.5999187755934825,3095.0,3035.0,"5-AMP-activated protein kinase catalytic subunit alpha, putative",Tb927.3.4560:mRNA-p1
3609,Tb927.3.4570,5.009908209077854,5.045103811310975,1286.0,1100.0,"N-acetylglucosamyl transferase component GPI1, putative",Tb927.3.4570:mRNA-p1
3610,Tb927.3.4580,5.518270238186002,5.511040799419515,2549.0,2746.0,"hypothetical protein, conserved",Tb927.3.4580:mRNA-p1
